;DATUM;TIJD;LOCATIE;MAN. > 2 JR.;MAN. 1-2 JR.;MAN. < 1 JAAR;VR. > 2 JR.;VR. 1-2 JR.;VR. < 1 JR.;MANNELIJK;VROUWELIJK;KALVEREN;BIJZONDERHEDEN;TOTAAL
640;2024-06-24;00:00;LAMSGROEN;;;;;;;2,0;1,0;0,0;;3,0
641;2024-06-24;00:00;DOORNSTRUIK;;;;;;;11,0;15,0;7,0;;33,0
642;2024-06-24;00:00;LAPPENDEKEN POSBANK CAROLINAHOEVE;;;;;;;0,0;0,0;0,0;;0,0
643;2024-06-24;00:00;BLOEMERSWEG;;;;;;;2,0;1,0;0,0;;3,0
644;2024-06-24;00:00;TERLETSEWEG;;;;;;;2,0;0,0;0,0;11:30;2,0
645;2024-06-24;00:00;DE BRAAK;;;;;;;7,0;13,0;0,0;;20,0
646;2024-06-24;00:00;TERLET NOORD;;;;;;;17,0;38,0;14,0;;69,0
647;2024-06-24;00:00;GROENENDAAL;;;;;;;16,0;19,0;8,0;;43,0
648;2024-06-24;00:00;LOENENSEVELD;;;;;;;5,0;1,0;0,0;;6,0
649;2024-06-24;00:00;BRINKHORSTERWEG DW;;;;;;;1,0;0,0;0,0;;1,0
650;2024-07-08;00:00;LAPPENDEKEN / BRABANTSE HEIDE;;;;;;;12,0;14,0;5,0;;31,0
651;2024-07-08;00:00;CAROLINAHOEVE;;;;;;;3,0;5,0;3,0;;11,0
652;2024-07-08;00:00;DELHUYZEN R'DAAL;;;;;;;7,0;4,0;4,0;;15,0
653;2024-07-08;00:00;TERLET ZUID;;;;;;;7,0;18,0;5,0;;30,0
654;2024-07-08;00:00;VLIEGVELD TERLET AKKER;;;;;;;8,0;15,0;1,0;;24,0
655;2024-07-08;00:00;TERLET NOORD;;;;;;;19,0;25,0;8,0;;52,0
656;2024-07-08;00:00;GROENENDAAL;;;;;;;18,0;13,0;7,0;;38,0
657;2024-07-08;00:00;LOENENSEVELD;;;;;;;7,0;1,0;0,0;;8,0
658;2024-07-08;00:00;EERBEEKSEWEG;;;;;;;2,0;0,0;0,0;;2,0
659;2024-07-22;00:00;CAROLINAHOEVE;;;;;;;21,0;12,0;6,0;;39,0
660;2024-07-22;00:00;DOORNSTRUIK;;;;;;;2,0;1,0;1,0;;4,0
661;2024-07-22;00:00;WOLFSDEL / TERLETSEWEG;;;;;;;3,0;0,0;0,0;;3,0
662;2024-07-22;00:00;TERLET NOORD;;;;;;;10,0;9,0;3,0;;22,0
663;2024-07-22;00:00;DE BRAAK;;;;;;;2,0;0,0;0,0;;2,0
664;2024-07-22;00:00;GROENENDAAL;;;;;;;12,0;20,0;7,0;;39,0
665;2024-07-22;00:00;LOENENSEVELD;;;;;;;4,0;0,0;0,0;;4,0
666;2024-07-22;00:00;BRINKHORSTERWEG DW;;;;;;;5,0;2,0;1,0;;8,0
667;2024-07-22;00:00;RUSTGEBIED TERLET;;;;;;;1,0;0,0;0,0;;1,0
668;2024-07-22;00:00;TERLET Z;;;;;;;8,0;13,0;2,0;;23,0
669;2024-07-22;00:00;DELHUYZEN R'DAAL;;;;;;;9,0;23,0;7,0;;39,0
670;2024-08-02;00:00;IJZERBAAN;;;;;;;3,0;2,0;1,0;;6,0
671;2024-08-02;00:00;TERLETSCHE EIKEN;;;;;;;1,0;0,0;0,0;;1,0
672;2024-08-02;00:00;EERBEEKSEWEG;;;;;;;2,0;0,0;0,0;;2,0
673;2024-08-02;00:00;TERLET ZUID;;;;;;;17,0;24,0;9,0;;50,0
674;2024-08-02;00:00;TERLET NOORD;;;;;;;14,0;3,0;0,0;;17,0
675;2024-08-02;00:00;GROENENDAAL;;;;;;;21,0;47,0;14,0;;82,0
676;2024-08-02;00:00;DW - GROTE HEIDE;;;;;;;1,0;0,0;0,0;;1,0
677;2024-08-02;00:00;IMBOSCHBERG;;;;;;;2,0;0,0;0,0;;2,0
678;2024-08-19;00:00;BRABANTSE HEIDE;;;;;;;17,0;18,0;6,0;;41,0
679;2024-08-19;00:00;EERBEEKSEWEG;;;;;;;3,0;0,0;0,0;;3,0
680;2024-08-19;00:00;TERLET VLIEGVELD WEILAND;;;;;;;0,0;0,0;0,0;;0,0
681;2024-08-19;00:00;TERLET NOORD WEILAND;;;;;;;12,0;19,0;2,0;;33,0
682;2024-08-19;00:00;DE BRAAK;;;;;;;3,0;0,0;0,0;;3,0
683;2024-08-19;00:00;GROENENDAAL;;;;;;;1,0;0,0;0,0;;1,0
684;2024-08-19;00:00;DE FAKKERT;;;;;;;26,0;36,0;16,0;;78,0
685;2024-08-19;00:00;LOENENSEVELD;;;;;;;3,0;0,0;0,0;;3,0
686;2024-08-19;00:00;DW - TERLET RUSTGEBIED;;;;;;;1,0;0,0;0,0;;1,0
687;2024-08-19;00:00;LAMSGROEN;;;;;;;4,0;0,0;0,0;;4,0
688;2024-09-02;00:00;DRIETIMP;;;;;;;9,0;8,0;3,0;;20,0
689;2024-09-02;00:00;DE LUS - PAD UITGESPOELD;;;;;;;0,0;0,0;0,0;SLECHT TOEGANKELIJK!;0,0
690;2024-09-02;00:00;BLOEMERSWEG - ELSBERG;;;;;;;2,0;2,0;0,0;;4,0
691;2024-09-02;00:00;DOORNSTRUIK;;;;;;;0,0;0,0;0,0;1 TAPUIT;0,0
692;2024-09-02;00:00;EERBEEKSEWEG;;;;;;;3,0;1,0;0,0;;4,0
693;2024-09-02;00:00;HESSENGAT;;;;;;;2,0;0,0;0,0;1 MET AFGEBROKEN HOORN;2,0
694;2024-09-02;00:00;TERLET ZUID;;;;;;;14,0;22,0;9,0;;45,0
695;2024-09-02;00:00;GROENENDAAL;;;;;;;22,0;37,0;5,0;ZIEKE KOE, ZIE FOTO's + VIDEO;64,0
696;2024-09-02;00:00;LOENENSEVELD;;;;;;;23,0;15,0;5,0;;43,0
697;2024-09-02;00:00;DELHUYSEN;;;;;;;0,0;0,0;0,0;;0,0
698;2024-09-02;00:00;WEIDE TERLET;;;;;;;0,0;0,0;0,0;;0,0
699;2024-09-16;00:00;POSBANK;;;;;;;1,0;0,0;0,0;;1,0
700;2024-09-16;00:00;LAPPENDEKEN;;;;;;;7,0;4,0;3,0;;14,0
701;2024-09-16;00:00;WAPENVEEN;;;;;;;2,0;0,0;0,0;;2,0
702;2024-09-16;00:00;ELSBERG;;;;;;;1,0;0,0;0,0;;1,0
703;2024-09-16;00:00;BLOEMERSWEG;;;;;;;5,0;2,0;2,0;;9,0
704;2024-09-16;00:00;TUNNEKESWEG;;;;;;;3,0;4,0;1,0;;8,0
705;2024-09-16;00:00;KORHOENDERWEIDE;;;;;;;0,0;2,0;0,0;;2,0
706;2024-09-16;00:00;DOORNSTRUIK;;;;;;;0,0;3,0;1,0;;4,0
707;2024-09-16;00:00;KROMME ELLEBOOG;;;;;;;1,0;0,0;0,0;;1,0
708;2024-09-16;00:00;TERLETSE HEIDE;;;;;;;1,0;0,0;0,0;;1,0
709;2024-09-16;00:00;TERLET NOORD;;;;;;;1,0;0,0;0,0;;1,0
710;2024-09-16;00:00;GROENENDAAL;;;;;;;17,0;39,0;10,0;GROTE BIGGEN IN HOUTWAL;66,0
711;2024-09-16;00:00;LOENENSEVELD;;;;;;;7,0;20,0;5,0;;32,0
712;2024-09-16;00:00;TERLET ZUID;;;;;;;3,0;6,0;3,0;;12,0
713;2024-09-16;00:00;EERBEEKSEWEG;;;;;;;2,0;0,0;0,0;STIER MET AFGEBROKEN L. HOORN;2,0
714;2024-09-30;00:00;LAPPENDEKEN;;;;;;;14,0;20,0;6,0;;40,0
715;2024-09-30;00:00;CAROLINAHOEVE;;;;;;;0,0;4,0;3,0;;7,0
716;2024-09-30;00:00;TERLET WEILAND;;;;;;;0,0;0,0;0,0;;0,0
717;2024-09-30;00:00;TERLET ZUID;;;;;;;0,0;0,0;0,0;;0,0
718;2024-09-30;00:00;TERLET NOORD;;;;;;;13,0;37,0;10,0;;60,0
719;2024-09-30;00:00;GROENENDAAL;;;;;;;25,0;37,0;13,0;;75,0
720;2024-09-30;00:00;LOENENSEVELD;;;;;;;8,0;1,0;1,0;;10,0
721;2024-09-30;00:00;DW - GROTE HEIDE;;;;;;;4,0;1,0;2,0;;7,0
722;2024-09-30;00:00;HOOGDELENSEWEG;;;;;;;3,0;12,0;0,0;;15,0
723;2024-10-21;00:00;LAPPENDEKEN;;;;;;;4,0;4,0;3,0;;11,0
724;2024-10-21;00:00;CAROLINAHOEVE;;;;;;;6,0;6,0;2,0;;14,0
725;2024-10-21;00:00;WAPENVEEN;;;;;;;1,0;0,0;0,0;;1,0
726;2024-10-21;00:00;TERLETSE HEIDE;;;;;;;5,0;0,0;0,0;;5,0
727;2024-10-21;00:00;TERLET NOORD;;;;;;;2,0;17,0;5,0;;24,0
728;2024-10-21;00:00;WILDWISSEL-DEELERWOUD;;;;;;;2,0;0,0;0,0;;2,0
729;2024-10-21;00:00;GROENENDAAL;;;;;;;17,0;24,0;5,0;;46,0
730;2024-10-21;00:00;LOENENSEVELD;;;;;;;18,0;28,0;7,0;;53,0
731;2024-10-21;00:00;DEELERWOUD DE SLOTEN;;;;;;;4,0;0,0;0,0;;4,0
732;2024-10-21;00:00;DEELERWOUD - KLEINE HEIDE HARTEHUL;;;;;;;3,0;14,0;2,0;;19,0
733;2024-11-04;00:00;LAPPENDEKEN;;;;;;;1,0;3,0;2,0;;6,0
734;2024-11-04;00:00;TUNNEKESWEG;;;;;;;4,0;7,0;2,0;;13,0
735;2024-11-04;00:00;LAPPENDEKEN;;;;;;;0,0;3,0;2,0;;5,0
736;2024-11-04;00:00;TERLETSE HEIDE;;;;;;;1,0;0,0;0,0;;1,0
737;2024-11-04;00:00;TERLET NOORD WEILAND;;;;;;;5,0;25,0;10,0;;40,0
738;2024-11-04;00:00;TERLET ZUID WEILAND;;;;;;;8,0;0,0;0,0;;8,0
739;2024-11-04;00:00;GROENENDAAL;;;;;;;27,0;46,0;12,0;;85,0
740;2024-11-04;00:00;LOENENSEVELD;;;;;;;6,0;0,0;0,0;;6,0
741;2024-11-04;00:00;DEELERWOUD TERLET;;;;;;;5,0;0,0;0,0;;5,0
742;2024-11-04;00:00;ROZENDAAL NIEUWE KAMP;;;;;;;1,0;0,0;0,0;;1,0
